,crystal,det_no,energy,rotation,tilt,filename,ql_mean,ql_abs_uncert,tof_mean,tof_abs_uncert,qs_mean,qs_abs_uncert,counts,rot_order
684,bvert,10,11,85,30,bvert_11MeV_30tilt_85rot_det10.npy,0.2924,0.0041,13.6613,0.042,0.1671,0.0024,186.0,13
696,bvert,10,11,95,30,bvert_11MeV_30tilt_95rot_det10.npy,0.288,0.0045,13.7354,0.0444,0.1656,0.0026,156.0,14
468,bvert,10,11,105,30,bvert_11MeV_30tilt_105rot_det10.npy,0.2776,0.0038,13.7748,0.0449,0.1582,0.0021,160.0,15
480,bvert,10,11,115,30,bvert_11MeV_30tilt_115rot_det10.npy,0.2668,0.0033,13.7597,0.0358,0.1529,0.002,195.0,16
492,bvert,10,11,125,30,bvert_11MeV_30tilt_125rot_det10.npy,0.2591,0.0033,13.7715,0.04,0.1471,0.002,169.0,17
504,bvert,10,11,135,30,bvert_11MeV_30tilt_135rot_det10.npy,0.2559,0.0038,13.8798,0.0481,0.1458,0.0023,152.0,18
516,bvert,10,11,145,30,bvert_11MeV_30tilt_145rot_det10.npy,0.248,0.0033,13.8288,0.0403,0.1407,0.002,172.0,19
553,bvert,11,11,315,30,bvert_11MeV_30tilt_315rot_det11.npy,0.8106,0.0073,17.872,0.0375,0.4938,0.005,142.0,0
565,bvert,11,11,325,30,bvert_11MeV_30tilt_325rot_det11.npy,0.8232,0.0067,17.9694,0.0361,0.5044,0.0045,131.0,1
577,bvert,11,11,335,30,bvert_11MeV_30tilt_335rot_det11.npy,0.8028,0.0059,17.987,0.0339,0.4901,0.0039,186.0,2
589,bvert,11,11,345,30,bvert_11MeV_30tilt_345rot_det11.npy,0.7816,0.0068,17.9073,0.0375,0.4749,0.0046,156.0,3
601,bvert,11,11,355,30,bvert_11MeV_30tilt_355rot_det11.npy,0.7741,0.0065,17.9118,0.0339,0.472,0.0044,169.0,4
649,bvert,11,11,5,30,bvert_11MeV_30tilt_5rot_det11.npy,0.7866,0.0065,17.8233,0.0372,0.4773,0.0042,162.0,5
529,bvert,11,11,15,30,bvert_11MeV_30tilt_15rot_det11.npy,0.7875,0.0066,17.8367,0.0366,0.4792,0.0043,154.0,6
541,bvert,11,11,25,30,bvert_11MeV_30tilt_25rot_det11.npy,0.8354,0.0062,17.8812,0.0402,0.5084,0.004,136.0,7
613,bvert,11,11,35,30,bvert_11MeV_30tilt_35rot_det11.npy,0.8497,0.0065,17.77,0.0334,0.519,0.0042,159.0,8
625,bvert,11,11,45,30,bvert_11MeV_30tilt_45rot_det11.npy,0.8741,0.0071,17.7869,0.0365,0.5312,0.0048,155.0,9
637,bvert,11,11,55,30,bvert_11MeV_30tilt_55rot_det11.npy,0.8873,0.0082,17.6427,0.04,0.5359,0.0055,136.0,10
661,bvert,11,11,65,30,bvert_11MeV_30tilt_65rot_det11.npy,0.9297,0.0079,17.8105,0.0368,0.5589,0.0051,144.0,11
673,bvert,11,11,75,30,bvert_11MeV_30tilt_75rot_det11.npy,0.9111,0.0071,17.6601,0.0353,0.5466,0.0047,160.0,12
685,bvert,11,11,85,30,bvert_11MeV_30tilt_85rot_det11.npy,0.9104,0.0075,17.7826,0.0369,0.5501,0.0049,132.0,13
697,bvert,11,11,95,30,bvert_11MeV_30tilt_95rot_det11.npy,0.8915,0.0073,17.6945,0.0317,0.5403,0.0048,180.0,14
469,bvert,11,11,105,30,bvert_11MeV_30tilt_105rot_det11.npy,0.8745,0.007,17.7913,0.0343,0.5335,0.0046,167.0,15
481,bvert,11,11,115,30,bvert_11MeV_30tilt_115rot_det11.npy,0.8517,0.0078,17.8291,0.034,0.5212,0.0051,160.0,16
493,bvert,11,11,125,30,bvert_11MeV_30tilt_125rot_det11.npy,0.8157,0.0074,17.8416,0.0362,0.4982,0.0047,150.0,17
505,bvert,11,11,135,30,bvert_11MeV_30tilt_135rot_det11.npy,0.8037,0.0068,17.8401,0.036,0.4903,0.0044,149.0,18
517,bvert,11,11,145,30,bvert_11MeV_30tilt_145rot_det11.npy,0.7969,0.0067,17.8553,0.0411,0.4852,0.0048,100.0,19
554,bvert,12,11,315,30,bvert_11MeV_30tilt_315rot_det12.npy,1.7659,0.0091,16.9661,0.0397,1.1467,0.0068,179.0,0
566,bvert,12,11,325,30,bvert_11MeV_30tilt_325rot_det12.npy,1.7277,0.0096,16.9841,0.0416,1.12,0.0068,181.0,1
578,bvert,12,11,335,30,bvert_11MeV_30tilt_335rot_det12.npy,1.6633,0.0101,16.9487,0.0396,1.0771,0.0074,175.0,2
590,bvert,12,11,345,30,bvert_11MeV_30tilt_345rot_det12.npy,1.6351,0.0096,16.9683,0.046,1.0572,0.0069,172.0,3
602,bvert,12,11,355,30,bvert_11MeV_30tilt_355rot_det12.npy,1.6022,0.0088,16.9572,0.0429,1.0367,0.0063,178.0,4
650,bvert,12,11,5,30,bvert_11MeV_30tilt_5rot_det12.npy,1.6107,0.0094,16.9868,0.0475,1.0402,0.0069,155.0,5
530,bvert,12,11,15,30,bvert_11MeV_30tilt_15rot_det12.npy,1.6132,0.0098,16.913,0.0443,1.0429,0.0072,172.0,6
542,bvert,12,11,25,30,bvert_11MeV_30tilt_25rot_det12.npy,1.6589,0.0093,16.9076,0.0429,1.0754,0.0064,163.0,7
614,bvert,12,11,35,30,bvert_11MeV_30tilt_35rot_det12.npy,1.6862,0.0099,16.8307,0.0412,1.0894,0.0074,158.0,8
626,bvert,12,11,45,30,bvert_11MeV_30tilt_45rot_det12.npy,1.7575,0.0094,16.8774,0.0399,1.1361,0.0069,166.0,9
638,bvert,12,11,55,30,bvert_11MeV_30tilt_55rot_det12.npy,1.7911,0.0094,16.7922,0.0399,1.1511,0.0066,187.0,10
662,bvert,12,11,65,30,bvert_11MeV_30tilt_65rot_det12.npy,1.8522,0.0109,16.8274,0.0441,1.1834,0.0077,152.0,11
674,bvert,12,11,75,30,bvert_11MeV_30tilt_75rot_det12.npy,1.8758,0.0106,16.7774,0.0434,1.1921,0.0073,179.0,12
686,bvert,12,11,85,30,bvert_11MeV_30tilt_85rot_det12.npy,1.8962,0.0121,16.7642,0.0447,1.2003,0.0088,152.0,13
698,bvert,12,11,95,30,bvert_11MeV_30tilt_95rot_det12.npy,1.8923,0.0109,16.88,0.0441,1.2037,0.0076,174.0,14
470,bvert,12,11,105,30,bvert_11MeV_30tilt_105rot_det12.npy,1.8305,0.0112,16.7547,0.046,1.1781,0.0079,172.0,15
482,bvert,12,11,115,30,bvert_11MeV_30tilt_115rot_det12.npy,1.7917,0.0107,16.7984,0.0472,1.1561,0.0078,147.0,16
494,bvert,12,11,125,30,bvert_11MeV_30tilt_125rot_det12.npy,1.7473,0.0103,16.8905,0.0445,1.1326,0.0075,173.0,17
506,bvert,12,11,135,30,bvert_11MeV_30tilt_135rot_det12.npy,1.7199,0.0108,16.9115,0.0447,1.1165,0.0078,148.0,18
518,bvert,12,11,145,30,bvert_11MeV_30tilt_145rot_det12.npy,1.6707,0.0092,16.9134,0.0404,1.0857,0.0068,173.0,19
555,bvert,13,11,315,30,bvert_11MeV_30tilt_315rot_det13.npy,2.9023,0.0126,20.2056,0.0575,1.9582,0.0099,162.0,0
567,bvert,13,11,325,30,bvert_11MeV_30tilt_325rot_det13.npy,2.8788,0.0114,20.2689,0.0566,1.9438,0.0089,164.0,1
579,bvert,13,11,335,30,bvert_11MeV_30tilt_335rot_det13.npy,2.792,0.0138,20.1281,0.0645,1.8816,0.0113,136.0,2
591,bvert,13,11,345,30,bvert_11MeV_30tilt_345rot_det13.npy,2.7258,0.012,20.2139,0.0558,1.8468,0.0095,150.0,3
603,bvert,13,11,355,30,bvert_11MeV_30tilt_355rot_det13.npy,2.691,0.0118,20.1847,0.0515,1.8185,0.0096,157.0,4
651,bvert,13,11,5,30,bvert_11MeV_30tilt_5rot_det13.npy,2.6402,0.0115,20.2186,0.0609,1.7788,0.0089,161.0,5
531,bvert,13,11,15,30,bvert_11MeV_30tilt_15rot_det13.npy,2.6445,0.0111,20.1454,0.058,1.7752,0.0089,164.0,6
543,bvert,13,11,25,30,bvert_11MeV_30tilt_25rot_det13.npy,2.6686,0.0112,20.1381,0.0588,1.7973,0.0088,156.0,7
615,bvert,13,11,35,30,bvert_11MeV_30tilt_35rot_det13.npy,2.7206,0.0104,20.0412,0.0569,1.8272,0.0083,158.0,8
627,bvert,13,11,45,30,bvert_11MeV_30tilt_45rot_det13.npy,2.7806,0.011,20.1117,0.0616,1.8614,0.0083,155.0,9
639,bvert,13,11,55,30,bvert_11MeV_30tilt_55rot_det13.npy,2.8322,0.0117,19.9569,0.0576,1.8887,0.0095,152.0,10
663,bvert,13,11,65,30,bvert_11MeV_30tilt_65rot_det13.npy,2.9483,0.0113,20.0909,0.0612,1.9629,0.0085,151.0,11
675,bvert,13,11,75,30,bvert_11MeV_30tilt_75rot_det13.npy,3.008,0.0138,20.0109,0.0656,1.9872,0.0106,130.0,12
687,bvert,13,11,85,30,bvert_11MeV_30tilt_85rot_det13.npy,3.0773,0.0137,19.8723,0.0639,2.0263,0.0108,152.0,13
699,bvert,13,11,95,30,bvert_11MeV_30tilt_95rot_det13.npy,3.079,0.0138,19.9241,0.0635,2.021,0.0105,156.0,14
471,bvert,13,11,105,30,bvert_11MeV_30tilt_105rot_det13.npy,3.0987,0.013,20.0375,0.0624,2.0454,0.0099,160.0,15
483,bvert,13,11,115,30,bvert_11MeV_30tilt_115rot_det13.npy,3.0058,0.0137,20.0727,0.0595,2.006,0.0104,171.0,16
495,bvert,13,11,125,30,bvert_11MeV_30tilt_125rot_det13.npy,2.9523,0.0125,19.9156,0.0599,1.9765,0.0095,168.0,17
507,bvert,13,11,135,30,bvert_11MeV_30tilt_135rot_det13.npy,2.8474,0.0136,19.9415,0.0651,1.9151,0.0098,153.0,18
519,bvert,13,11,145,30,bvert_11MeV_30tilt_145rot_det13.npy,2.801,0.0132,20.2014,0.0607,1.8968,0.0097,162.0,19
556,bvert,14,11,315,30,bvert_11MeV_30tilt_315rot_det14.npy,4.1651,0.0129,24.9605,0.1198,2.8579,0.0118,102.0,0
568,bvert,14,11,325,30,bvert_11MeV_30tilt_325rot_det14.npy,4.157,0.0135,25.2862,0.1086,2.8615,0.0118,109.0,1
580,bvert,14,11,335,30,bvert_11MeV_30tilt_335rot_det14.npy,4.0435,0.0122,25.2406,0.0961,2.7897,0.0106,136.0,2
592,bvert,14,11,345,30,bvert_11MeV_30tilt_345rot_det14.npy,3.9467,0.0116,25.2825,0.0997,2.7403,0.0101,143.0,3
604,bvert,14,11,355,30,bvert_11MeV_30tilt_355rot_det14.npy,3.8257,0.0122,24.9596,0.1043,2.6493,0.0099,138.0,4
652,bvert,14,11,5,30,bvert_11MeV_30tilt_5rot_det14.npy,3.8247,0.0109,25.2249,0.1217,2.6429,0.0093,92.0,5
532,bvert,14,11,15,30,bvert_11MeV_30tilt_15rot_det14.npy,3.7529,0.0149,24.9689,0.1172,2.5909,0.0122,105.0,6
544,bvert,14,11,25,30,bvert_11MeV_30tilt_25rot_det14.npy,3.7427,0.0137,24.9927,0.1229,2.5889,0.0115,116.0,7
616,bvert,14,11,35,30,bvert_11MeV_30tilt_35rot_det14.npy,3.7445,0.0134,24.8368,0.1203,2.5792,0.0118,106.0,8
628,bvert,14,11,45,30,bvert_11MeV_30tilt_45rot_det14.npy,3.8273,0.0125,24.846,0.107,2.647,0.0105,136.0,9
640,bvert,14,11,55,30,bvert_11MeV_30tilt_55rot_det14.npy,3.9227,0.012,24.8371,0.1001,2.7126,0.0103,144.0,10
664,bvert,14,11,65,30,bvert_11MeV_30tilt_65rot_det14.npy,4.0184,0.0112,24.8613,0.1211,2.7601,0.01,118.0,11
676,bvert,14,11,75,30,bvert_11MeV_30tilt_75rot_det14.npy,4.1059,0.0131,24.581,0.104,2.8098,0.0109,133.0,12
688,bvert,14,11,85,30,bvert_11MeV_30tilt_85rot_det14.npy,4.2326,0.0125,24.625,0.1101,2.8672,0.0101,105.0,13
700,bvert,14,11,95,30,bvert_11MeV_30tilt_95rot_det14.npy,4.2879,0.0144,24.5646,0.1045,2.892,0.0113,122.0,14
472,bvert,14,11,105,30,bvert_11MeV_30tilt_105rot_det14.npy,4.3497,0.0127,24.5495,0.0992,2.9382,0.0105,128.0,15
484,bvert,14,11,115,30,bvert_11MeV_30tilt_115rot_det14.npy,4.2465,0.0154,24.4183,0.1104,2.8776,0.0116,123.0,16
496,bvert,14,11,125,30,bvert_11MeV_30tilt_125rot_det14.npy,4.207,0.0131,24.5029,0.0907,2.8713,0.0114,144.0,17
508,bvert,14,11,135,30,bvert_11MeV_30tilt_135rot_det14.npy,4.1304,0.0146,24.4175,0.0995,2.8341,0.0116,142.0,18
520,bvert,14,11,145,30,bvert_11MeV_30tilt_145rot_det14.npy,4.0432,0.0153,24.7479,0.1082,2.7839,0.0122,123.0,19
557,bvert,15,11,315,30,bvert_11MeV_30tilt_315rot_det15.npy,5.338,0.0195,40.9179,0.3152,3.6894,0.0168,68.0,0
569,bvert,15,11,325,30,bvert_11MeV_30tilt_325rot_det15.npy,5.2488,0.0176,40.1054,0.2926,3.6674,0.0151,67.0,1
581,bvert,15,11,335,30,bvert_11MeV_30tilt_335rot_det15.npy,5.1256,0.0188,40.1315,0.3039,3.5907,0.0168,64.0,2
593,bvert,15,11,345,30,bvert_11MeV_30tilt_345rot_det15.npy,5.0139,0.0186,39.987,0.3162,3.5252,0.0161,61.0,3
605,bvert,15,11,355,30,bvert_11MeV_30tilt_355rot_det15.npy,4.8785,0.019,39.914,0.2584,3.4205,0.0172,75.0,4
653,bvert,15,11,5,30,bvert_11MeV_30tilt_5rot_det15.npy,4.8392,0.0177,40.1277,0.2876,3.4062,0.0164,68.0,5
533,bvert,15,11,15,30,bvert_11MeV_30tilt_15rot_det15.npy,4.7079,0.0157,39.5548,0.3544,3.3176,0.0155,58.0,6
545,bvert,15,11,25,30,bvert_11MeV_30tilt_25rot_det15.npy,4.647,0.0161,39.6075,0.3464,3.2688,0.0139,65.0,7
617,bvert,15,11,35,30,bvert_11MeV_30tilt_35rot_det15.npy,4.6787,0.0124,38.9931,0.2952,3.2749,0.0122,63.0,8
629,bvert,15,11,45,30,bvert_11MeV_30tilt_45rot_det15.npy,4.6879,0.0154,39.0341,0.3134,3.287,0.0152,63.0,9
641,bvert,15,11,55,30,bvert_11MeV_30tilt_55rot_det15.npy,4.8114,0.0136,39.8047,0.3218,3.3734,0.0152,59.0,10
665,bvert,15,11,65,30,bvert_11MeV_30tilt_65rot_det15.npy,4.8862,0.014,38.9171,0.2922,3.4098,0.0123,71.0,11
677,bvert,15,11,75,30,bvert_11MeV_30tilt_75rot_det15.npy,5.0125,0.0136,38.8862,0.2912,3.4789,0.0126,68.0,12
689,bvert,15,11,85,30,bvert_11MeV_30tilt_85rot_det15.npy,5.1519,0.016,39.3431,0.317,3.5638,0.0161,67.0,13
701,bvert,15,11,95,30,bvert_11MeV_30tilt_95rot_det15.npy,5.2764,0.0168,39.2286,0.278,3.6377,0.0158,70.0,14
473,bvert,15,11,105,30,bvert_11MeV_30tilt_105rot_det15.npy,5.3552,0.0194,39.0988,0.3156,3.6547,0.0158,75.0,15
485,bvert,15,11,115,30,bvert_11MeV_30tilt_115rot_det15.npy,5.3889,0.0165,39.2141,0.2805,3.6841,0.0155,69.0,16
497,bvert,15,11,125,30,bvert_11MeV_30tilt_125rot_det15.npy,5.3564,0.0188,39.294,0.3236,3.6662,0.0176,70.0,17
509,bvert,15,11,135,30,bvert_11MeV_30tilt_135rot_det15.npy,5.2353,0.0187,38.8808,0.319,3.6233,0.0175,66.0,18
521,bvert,15,11,145,30,bvert_11MeV_30tilt_145rot_det15.npy,5.1689,0.0197,39.1026,0.3231,3.5927,0.0187,65.0,19
1290,bvert,4,11,315,-30,bvert_11MeV_neg30tilt_315rot_det4.npy,5.2681,0.015,37.8833,0.2728,3.6247,0.0146,85.0,0
1302,bvert,4,11,325,-30,bvert_11MeV_neg30tilt_325rot_det4.npy,5.3178,0.017,37.5648,0.2438,3.6438,0.0147,95.0,1
1314,bvert,4,11,335,-30,bvert_11MeV_neg30tilt_335rot_det4.npy,5.388,0.0168,37.6339,0.2418,3.7023,0.0141,89.0,2
1326,bvert,4,11,345,-30,bvert_11MeV_neg30tilt_345rot_det4.npy,5.3841,0.0183,38.3728,0.3572,3.6891,0.0159,62.0,3
1338,bvert,4,11,355,-30,bvert_11MeV_neg30tilt_355rot_det4.npy,5.3457,0.0147,38.5389,0.2979,3.7089,0.0144,76.0,4
1386,bvert,4,11,5,-30,bvert_11MeV_neg30tilt_5rot_det4.npy,5.176,0.0166,38.2513,0.3173,3.5866,0.0142,68.0,5
1266,bvert,4,11,15,-30,bvert_11MeV_neg30tilt_15rot_det4.npy,5.068,0.018,38.2706,0.2804,3.5699,0.0151,64.0,6
1278,bvert,4,11,25,-30,bvert_11MeV_neg30tilt_25rot_det4.npy,5.0034,0.0116,38.1726,0.2787,3.5056,0.0133,72.0,7
1350,bvert,4,11,35,-30,bvert_11MeV_neg30tilt_35rot_det4.npy,4.8876,0.0155,38.0975,0.3369,3.473,0.0178,50.0,8
1362,bvert,4,11,45,-30,bvert_11MeV_neg30tilt_45rot_det4.npy,4.8333,0.0151,39.0051,0.3279,3.4052,0.0164,64.0,9
1374,bvert,4,11,55,-30,bvert_11MeV_neg30tilt_55rot_det4.npy,4.7508,0.0126,38.7452,0.2694,3.3518,0.0115,89.0,10
1398,bvert,4,11,65,-30,bvert_11MeV_neg30tilt_65rot_det4.npy,4.701,0.0125,38.4714,0.2627,3.2856,0.012,78.0,11
1410,bvert,4,11,75,-30,bvert_11MeV_neg30tilt_75rot_det4.npy,4.693,0.0156,38.5208,0.292,3.2932,0.0132,76.0,12
1422,bvert,4,11,85,-30,bvert_11MeV_neg30tilt_85rot_det4.npy,4.75,0.0149,38.4271,0.2801,3.316,0.0137,69.0,13
1434,bvert,4,11,95,-30,bvert_11MeV_neg30tilt_95rot_det4.npy,4.8033,0.0155,38.7218,0.2419,3.3632,0.0132,78.0,14
1206,bvert,4,11,105,-30,bvert_11MeV_neg30tilt_105rot_det4.npy,4.9393,0.0181,38.8094,0.2601,3.4428,0.0139,94.0,15
1218,bvert,4,11,115,-30,bvert_11MeV_neg30tilt_115rot_det4.npy,5.0271,0.0133,38.2481,0.2575,3.5053,0.0126,95.0,16
1230,bvert,4,11,125,-30,bvert_11MeV_neg30tilt_125rot_det4.npy,5.1499,0.0176,38.5449,0.2906,3.5554,0.0162,64.0,17
1242,bvert,4,11,135,-30,bvert_11MeV_neg30tilt_135rot_det4.npy,5.258,0.0148,37.8146,0.2921,3.6262,0.0147,64.0,18
1254,bvert,4,11,145,-30,bvert_11MeV_neg30tilt_145rot_det4.npy,5.3517,0.0178,38.0484,0.271,3.6545,0.0159,77.0,19
1291,bvert,5,11,315,-30,bvert_11MeV_neg30tilt_315rot_det5.npy,4.1011,0.013,22.5601,0.0961,2.8029,0.0103,157.0,0
1303,bvert,5,11,325,-30,bvert_11MeV_neg30tilt_325rot_det5.npy,4.1933,0.0149,22.4597,0.0973,2.843,0.0116,148.0,1
1315,bvert,5,11,335,-30,bvert_11MeV_neg30tilt_335rot_det5.npy,4.3471,0.0119,22.7534,0.0989,2.928,0.0093,139.0,2
1327,bvert,5,11,345,-30,bvert_11MeV_neg30tilt_345rot_det5.npy,4.3512,0.0162,22.6433,0.1091,2.9327,0.0117,125.0,3
1339,bvert,5,11,355,-30,bvert_11MeV_neg30tilt_355rot_det5.npy,4.3401,0.0124,22.7493,0.104,2.9417,0.01,119.0,4
1387,bvert,5,11,5,-30,bvert_11MeV_neg30tilt_5rot_det5.npy,4.2624,0.0129,22.8853,0.1017,2.9129,0.0107,136.0,5
1267,bvert,5,11,15,-30,bvert_11MeV_neg30tilt_15rot_det5.npy,4.1651,0.0134,22.748,0.1184,2.8618,0.0119,116.0,6
1279,bvert,5,11,25,-30,bvert_11MeV_neg30tilt_25rot_det5.npy,4.0799,0.0117,22.9639,0.1167,2.8171,0.0104,120.0,7
1351,bvert,5,11,35,-30,bvert_11MeV_neg30tilt_35rot_det5.npy,3.9979,0.0132,22.9967,0.1188,2.7697,0.0112,127.0,8
1363,bvert,5,11,45,-30,bvert_11MeV_neg30tilt_45rot_det5.npy,3.9269,0.012,22.8841,0.1118,2.7301,0.0099,116.0,9
1375,bvert,5,11,55,-30,bvert_11MeV_neg30tilt_55rot_det5.npy,3.8565,0.0119,23.0583,0.1169,2.6738,0.0116,108.0,10
1399,bvert,5,11,65,-30,bvert_11MeV_neg30tilt_65rot_det5.npy,3.8025,0.0119,23.2577,0.0968,2.6358,0.0106,134.0,11
1411,bvert,5,11,75,-30,bvert_11MeV_neg30tilt_75rot_det5.npy,3.7467,0.0119,22.968,0.1106,2.5987,0.0099,117.0,12
1423,bvert,5,11,85,-30,bvert_11MeV_neg30tilt_85rot_det5.npy,3.7703,0.0137,23.1871,0.1081,2.6033,0.0114,134.0,13
1435,bvert,5,11,95,-30,bvert_11MeV_neg30tilt_95rot_det5.npy,3.7828,0.0124,22.9236,0.1124,2.6151,0.01,125.0,14
1207,bvert,5,11,105,-30,bvert_11MeV_neg30tilt_105rot_det5.npy,3.8543,0.0135,23.2518,0.1076,2.6603,0.0113,115.0,15
1219,bvert,5,11,115,-30,bvert_11MeV_neg30tilt_115rot_det5.npy,3.9418,0.0119,23.0182,0.1097,2.7121,0.0104,132.0,16
1231,bvert,5,11,125,-30,bvert_11MeV_neg30tilt_125rot_det5.npy,3.9839,0.0135,22.7403,0.114,2.7419,0.0109,111.0,17
1243,bvert,5,11,135,-30,bvert_11MeV_neg30tilt_135rot_det5.npy,4.1875,0.0129,23.2088,0.1129,2.8767,0.0122,94.0,18
1255,bvert,5,11,145,-30,bvert_11MeV_neg30tilt_145rot_det5.npy,4.2366,0.0152,22.8801,0.0996,2.867,0.0112,130.0,19
1292,bvert,6,11,315,-30,bvert_11MeV_neg30tilt_315rot_det6.npy,2.8355,0.0143,17.3749,0.0694,1.891,0.0113,124.0,0
1304,bvert,6,11,325,-30,bvert_11MeV_neg30tilt_325rot_det6.npy,2.9334,0.0131,17.4504,0.0629,1.9549,0.0095,147.0,1
1316,bvert,6,11,335,-30,bvert_11MeV_neg30tilt_335rot_det6.npy,2.9876,0.0152,17.3237,0.0643,1.9772,0.0113,145.0,2
1328,bvert,6,11,345,-30,bvert_11MeV_neg30tilt_345rot_det6.npy,3.1135,0.011,17.5127,0.0637,2.0408,0.0087,163.0,3
1340,bvert,6,11,355,-30,bvert_11MeV_neg30tilt_355rot_det6.npy,3.1467,0.0117,17.5063,0.0612,2.0733,0.0089,141.0,4
1388,bvert,6,11,5,-30,bvert_11MeV_neg30tilt_5rot_det6.npy,3.0549,0.0148,17.2579,0.0681,2.0184,0.0115,130.0,5
1268,bvert,6,11,15,-30,bvert_11MeV_neg30tilt_15rot_det6.npy,3.0199,0.0136,17.4639,0.0744,2.0152,0.0104,123.0,6
1280,bvert,6,11,25,-30,bvert_11MeV_neg30tilt_25rot_det6.npy,2.968,0.01,17.577,0.0657,1.9852,0.0078,136.0,7
1352,bvert,6,11,35,-30,bvert_11MeV_neg30tilt_35rot_det6.npy,2.938,0.0103,17.6309,0.0645,1.9763,0.0087,138.0,8
1364,bvert,6,11,45,-30,bvert_11MeV_neg30tilt_45rot_det6.npy,2.8541,0.0119,17.6533,0.0589,1.9337,0.0094,161.0,9
1376,bvert,6,11,55,-30,bvert_11MeV_neg30tilt_55rot_det6.npy,2.8161,0.011,17.6772,0.0567,1.9072,0.0082,150.0,10
1400,bvert,6,11,65,-30,bvert_11MeV_neg30tilt_65rot_det6.npy,2.749,0.011,17.7268,0.0601,1.8576,0.0081,145.0,11
1412,bvert,6,11,75,-30,bvert_11MeV_neg30tilt_75rot_det6.npy,2.6496,0.0097,17.5909,0.0593,1.7838,0.0078,130.0,12
1424,bvert,6,11,85,-30,bvert_11MeV_neg30tilt_85rot_det6.npy,2.6426,0.0121,17.6482,0.0583,1.7778,0.0093,168.0,13
1436,bvert,6,11,95,-30,bvert_11MeV_neg30tilt_95rot_det6.npy,2.6819,0.0102,17.7993,0.0535,1.807,0.0081,173.0,14
1208,bvert,6,11,105,-30,bvert_11MeV_neg30tilt_105rot_det6.npy,2.6979,0.0099,17.7052,0.0565,1.8196,0.0079,191.0,15
1220,bvert,6,11,115,-30,bvert_11MeV_neg30tilt_115rot_det6.npy,2.7069,0.0103,17.6297,0.0559,1.8238,0.0083,163.0,16
1232,bvert,6,11,125,-30,bvert_11MeV_neg30tilt_125rot_det6.npy,2.7848,0.0119,17.6834,0.0631,1.8711,0.0089,152.0,17
1244,bvert,6,11,135,-30,bvert_11MeV_neg30tilt_135rot_det6.npy,2.851,0.0129,17.7244,0.064,1.9105,0.0098,158.0,18
1256,bvert,6,11,145,-30,bvert_11MeV_neg30tilt_145rot_det6.npy,2.9342,0.0125,17.6361,0.0545,1.9537,0.0096,190.0,19
1293,bvert,7,11,315,-30,bvert_11MeV_neg30tilt_315rot_det7.npy,1.6848,0.0108,15.6834,0.0431,1.0872,0.008,144.0,0
1305,bvert,7,11,325,-30,bvert_11MeV_neg30tilt_325rot_det7.npy,1.7085,0.0111,15.6,0.0386,1.1012,0.0076,175.0,1
1317,bvert,7,11,335,-30,bvert_11MeV_neg30tilt_335rot_det7.npy,1.7716,0.0103,15.6215,0.0379,1.1352,0.0074,180.0,2
1329,bvert,7,11,345,-30,bvert_11MeV_neg30tilt_345rot_det7.npy,1.8428,0.0109,15.648,0.0414,1.1769,0.008,163.0,3
1341,bvert,7,11,355,-30,bvert_11MeV_neg30tilt_355rot_det7.npy,1.8545,0.0095,15.6092,0.0397,1.1725,0.0065,171.0,4
1389,bvert,7,11,5,-30,bvert_11MeV_neg30tilt_5rot_det7.npy,1.9018,0.01,15.6523,0.0382,1.2065,0.0072,140.0,5
1269,bvert,7,11,15,-30,bvert_11MeV_neg30tilt_15rot_det7.npy,1.906,0.0107,15.6032,0.0413,1.2154,0.0079,136.0,6
1281,bvert,7,11,25,-30,bvert_11MeV_neg30tilt_25rot_det7.npy,1.8827,0.0103,15.7758,0.0405,1.2131,0.0072,173.0,7
1353,bvert,7,11,35,-30,bvert_11MeV_neg30tilt_35rot_det7.npy,1.8425,0.0103,15.6905,0.041,1.1895,0.0079,157.0,8
1365,bvert,7,11,45,-30,bvert_11MeV_neg30tilt_45rot_det7.npy,1.7753,0.0088,15.7512,0.0399,1.1463,0.0063,155.0,9
1377,bvert,7,11,55,-30,bvert_11MeV_neg30tilt_55rot_det7.npy,1.7349,0.0095,15.7968,0.0373,1.1268,0.0069,170.0,10
1401,bvert,7,11,65,-30,bvert_11MeV_neg30tilt_65rot_det7.npy,1.6849,0.0087,15.8079,0.0396,1.0987,0.0066,173.0,11
1413,bvert,7,11,75,-30,bvert_11MeV_neg30tilt_75rot_det7.npy,1.6762,0.0092,15.9096,0.0379,1.0885,0.0067,159.0,12
1425,bvert,7,11,85,-30,bvert_11MeV_neg30tilt_85rot_det7.npy,1.625,0.0086,15.8502,0.037,1.0569,0.0064,182.0,13
1437,bvert,7,11,95,-30,bvert_11MeV_neg30tilt_95rot_det7.npy,1.6091,0.0092,15.7691,0.0391,1.0428,0.0066,178.0,14
1209,bvert,7,11,105,-30,bvert_11MeV_neg30tilt_105rot_det7.npy,1.6068,0.0091,15.9065,0.0386,1.0413,0.0066,171.0,15
1221,bvert,7,11,115,-30,bvert_11MeV_neg30tilt_115rot_det7.npy,1.6484,0.0099,15.8865,0.0441,1.0657,0.0074,125.0,16
1233,bvert,7,11,125,-30,bvert_11MeV_neg30tilt_125rot_det7.npy,1.6642,0.0096,15.885,0.0384,1.0745,0.007,165.0,17
