,crystal,det_no,energy,rotation,tilt,filename,ql_mean,ql_abs_uncert,tof_mean,tof_abs_uncert,qs_mean,qs_abs_uncert,counts,rot_order
123,cpvert,13,11,345,0,cpvert_11MeV_0tilt_345rot_det13.npy,2.9439,0.0116,22.2428,0.052,1.9708,0.0088,152.0,3
135,cpvert,13,11,355,0,cpvert_11MeV_0tilt_355rot_det13.npy,2.9697,0.0117,22.3205,0.0526,1.9934,0.0093,168.0,4
183,cpvert,13,11,5,0,cpvert_11MeV_0tilt_5rot_det13.npy,2.9502,0.0124,22.2197,0.0547,1.9841,0.0098,151.0,5
63,cpvert,13,11,15,0,cpvert_11MeV_0tilt_15rot_det13.npy,2.9713,0.015,22.3165,0.0611,1.9939,0.0112,134.0,6
75,cpvert,13,11,25,0,cpvert_11MeV_0tilt_25rot_det13.npy,2.9231,0.0112,22.0791,0.0559,1.9541,0.0087,138.0,7
147,cpvert,13,11,35,0,cpvert_11MeV_0tilt_35rot_det13.npy,2.9503,0.0117,22.151,0.0547,1.9753,0.0091,142.0,8
159,cpvert,13,11,45,0,cpvert_11MeV_0tilt_45rot_det13.npy,2.9663,0.0122,22.2386,0.0546,1.9812,0.0102,147.0,9
171,cpvert,13,11,55,0,cpvert_11MeV_0tilt_55rot_det13.npy,3.0083,0.0119,22.2168,0.0526,2.0054,0.0096,176.0,10
195,cpvert,13,11,65,0,cpvert_11MeV_0tilt_65rot_det13.npy,3.0089,0.0114,22.1047,0.0496,1.9934,0.0087,161.0,11
207,cpvert,13,11,75,0,cpvert_11MeV_0tilt_75rot_det13.npy,3.0077,0.0125,22.2177,0.0529,1.9891,0.0094,165.0,12
219,cpvert,13,11,85,0,cpvert_11MeV_0tilt_85rot_det13.npy,3.034,0.0141,22.1764,0.055,2.0038,0.0106,145.0,13
231,cpvert,13,11,95,0,cpvert_11MeV_0tilt_95rot_det13.npy,3.0503,0.0123,22.2095,0.0491,2.0113,0.0093,145.0,14
3,cpvert,13,11,105,0,cpvert_11MeV_0tilt_105rot_det13.npy,3.0392,0.0131,22.2168,0.0567,2.0046,0.0097,151.0,15
15,cpvert,13,11,115,0,cpvert_11MeV_0tilt_115rot_det13.npy,3.0124,0.0139,22.2185,0.0529,1.9915,0.0103,141.0,16
27,cpvert,13,11,125,0,cpvert_11MeV_0tilt_125rot_det13.npy,2.9979,0.0124,22.1608,0.0564,1.9901,0.0095,140.0,17
39,cpvert,13,11,135,0,cpvert_11MeV_0tilt_135rot_det13.npy,2.9813,0.0124,22.2889,0.0549,1.9852,0.0097,161.0,18
51,cpvert,13,11,145,0,cpvert_11MeV_0tilt_145rot_det13.npy,2.9587,0.0115,22.3199,0.0475,1.9795,0.0088,162.0,19
88,cpvert,14,11,315,0,cpvert_11MeV_0tilt_315rot_det14.npy,4.2201,0.0149,26.8835,0.1194,2.866,0.0117,124.0,0
100,cpvert,14,11,325,0,cpvert_11MeV_0tilt_325rot_det14.npy,4.1591,0.0171,26.9716,0.0932,2.8485,0.0132,162.0,1
112,cpvert,14,11,335,0,cpvert_11MeV_0tilt_335rot_det14.npy,4.1777,0.0152,27.0283,0.1003,2.859,0.0125,131.0,2
124,cpvert,14,11,345,0,cpvert_11MeV_0tilt_345rot_det14.npy,4.1497,0.015,26.9339,0.102,2.8529,0.0123,134.0,3
136,cpvert,14,11,355,0,cpvert_11MeV_0tilt_355rot_det14.npy,4.1029,0.015,26.888,0.1052,2.8164,0.0123,128.0,4
184,cpvert,14,11,5,0,cpvert_11MeV_0tilt_5rot_det14.npy,4.111,0.0162,26.9782,0.1025,2.8174,0.0135,127.0,5
64,cpvert,14,11,15,0,cpvert_11MeV_0tilt_15rot_det14.npy,4.1216,0.0144,27.2903,0.1062,2.8474,0.0122,135.0,6
76,cpvert,14,11,25,0,cpvert_11MeV_0tilt_25rot_det14.npy,4.1267,0.0143,27.0325,0.1064,2.8406,0.0108,129.0,7
148,cpvert,14,11,35,0,cpvert_11MeV_0tilt_35rot_det14.npy,4.1605,0.0136,27.2366,0.106,2.8639,0.0113,136.0,8
160,cpvert,14,11,45,0,cpvert_11MeV_0tilt_45rot_det14.npy,4.1831,0.011,27.2446,0.1232,2.8781,0.0112,104.0,9
172,cpvert,14,11,55,0,cpvert_11MeV_0tilt_55rot_det14.npy,4.1725,0.0149,27.1759,0.1091,2.8651,0.013,128.0,10
196,cpvert,14,11,65,0,cpvert_11MeV_0tilt_65rot_det14.npy,4.1446,0.0147,26.9507,0.1003,2.8272,0.0113,145.0,11
208,cpvert,14,11,75,0,cpvert_11MeV_0tilt_75rot_det14.npy,4.1861,0.0153,26.91,0.1089,2.8492,0.0123,126.0,12
220,cpvert,14,11,85,0,cpvert_11MeV_0tilt_85rot_det14.npy,4.2118,0.0159,26.9709,0.1051,2.8507,0.0129,126.0,13
232,cpvert,14,11,95,0,cpvert_11MeV_0tilt_95rot_det14.npy,4.282,0.0135,26.9678,0.1015,2.893,0.0112,154.0,14
4,cpvert,14,11,105,0,cpvert_11MeV_0tilt_105rot_det14.npy,4.2665,0.0146,27.0738,0.0977,2.8681,0.0114,150.0,15
16,cpvert,14,11,115,0,cpvert_11MeV_0tilt_115rot_det14.npy,4.2491,0.0146,27.1038,0.1035,2.8695,0.0112,127.0,16
28,cpvert,14,11,125,0,cpvert_11MeV_0tilt_125rot_det14.npy,4.2401,0.0126,27.1394,0.1012,2.8757,0.0108,137.0,17
40,cpvert,14,11,135,0,cpvert_11MeV_0tilt_135rot_det14.npy,4.2096,0.0133,27.1561,0.0989,2.8718,0.0112,144.0,18
52,cpvert,14,11,145,0,cpvert_11MeV_0tilt_145rot_det14.npy,4.1592,0.0162,27.2494,0.1229,2.8373,0.0135,113.0,19
89,cpvert,15,11,315,0,cpvert_11MeV_0tilt_315rot_det15.npy,5.3207,0.0181,41.934,0.275,3.6579,0.0161,87.0,0
101,cpvert,15,11,325,0,cpvert_11MeV_0tilt_325rot_det15.npy,5.3065,0.0149,41.9708,0.2773,3.6465,0.0129,82.0,1
113,cpvert,15,11,335,0,cpvert_11MeV_0tilt_335rot_det15.npy,5.2419,0.0162,41.7617,0.306,3.6427,0.0151,57.0,2
125,cpvert,15,11,345,0,cpvert_11MeV_0tilt_345rot_det15.npy,5.2073,0.0162,41.5444,0.3079,3.6145,0.0146,77.0,3
137,cpvert,15,11,355,0,cpvert_11MeV_0tilt_355rot_det15.npy,5.1688,0.0163,41.5866,0.2663,3.6054,0.0139,96.0,4
185,cpvert,15,11,5,0,cpvert_11MeV_0tilt_5rot_det15.npy,5.1755,0.0185,42.04,0.3099,3.6216,0.0172,80.0,5
65,cpvert,15,11,15,0,cpvert_11MeV_0tilt_15rot_det15.npy,5.1484,0.0207,42.6403,0.2751,3.5948,0.018,78.0,6
77,cpvert,15,11,25,0,cpvert_11MeV_0tilt_25rot_det15.npy,5.1275,0.0167,41.8398,0.2802,3.6044,0.0142,73.0,7
149,cpvert,15,11,35,0,cpvert_11MeV_0tilt_35rot_det15.npy,5.1116,0.0204,41.4619,0.3443,3.564,0.0177,58.0,8
161,cpvert,15,11,45,0,cpvert_11MeV_0tilt_45rot_det15.npy,5.1546,0.0144,41.6288,0.2393,3.5959,0.0122,92.0,9
173,cpvert,15,11,55,0,cpvert_11MeV_0tilt_55rot_det15.npy,5.151,0.0149,41.708,0.2631,3.5945,0.0137,88.0,10
197,cpvert,15,11,65,0,cpvert_11MeV_0tilt_65rot_det15.npy,5.2061,0.0159,41.8866,0.299,3.6169,0.0156,78.0,11
209,cpvert,15,11,75,0,cpvert_11MeV_0tilt_75rot_det15.npy,5.1839,0.0164,41.7201,0.2957,3.5941,0.0145,77.0,12
221,cpvert,15,11,85,0,cpvert_11MeV_0tilt_85rot_det15.npy,5.1989,0.0204,41.8576,0.2928,3.5758,0.0183,76.0,13
233,cpvert,15,11,95,0,cpvert_11MeV_0tilt_95rot_det15.npy,5.2618,0.0186,41.5471,0.3364,3.5923,0.0151,81.0,14
5,cpvert,15,11,105,0,cpvert_11MeV_0tilt_105rot_det15.npy,5.2417,0.0215,41.6691,0.3076,3.5731,0.0189,76.0,15
17,cpvert,15,11,115,0,cpvert_11MeV_0tilt_115rot_det15.npy,5.2951,0.0152,41.7844,0.2674,3.6106,0.0134,85.0,16
29,cpvert,15,11,125,0,cpvert_11MeV_0tilt_125rot_det15.npy,5.3145,0.0179,41.932,0.3085,3.6366,0.0165,82.0,17
41,cpvert,15,11,135,0,cpvert_11MeV_0tilt_135rot_det15.npy,5.2544,0.0138,41.972,0.2662,3.601,0.0144,82.0,18
53,cpvert,15,11,145,0,cpvert_11MeV_0tilt_145rot_det15.npy,5.2004,0.019,41.9255,0.2604,3.6037,0.0167,78.0,19
570,cpvert,4,11,315,30,cpvert_11MeV_30tilt_315rot_det4.npy,5.2363,0.0165,39.6379,0.2953,3.5991,0.0138,92.0,0
582,cpvert,4,11,325,30,cpvert_11MeV_30tilt_325rot_det4.npy,5.3029,0.0174,40.5085,0.2783,3.629,0.0147,88.0,1
594,cpvert,4,11,335,30,cpvert_11MeV_30tilt_335rot_det4.npy,5.265,0.0173,39.8223,0.2673,3.6091,0.0157,81.0,2
606,cpvert,4,11,345,30,cpvert_11MeV_30tilt_345rot_det4.npy,5.2612,0.0167,40.1476,0.2759,3.6173,0.0148,81.0,3
618,cpvert,4,11,355,30,cpvert_11MeV_30tilt_355rot_det4.npy,5.1919,0.0191,40.3733,0.2946,3.5576,0.0158,73.0,4
666,cpvert,4,11,5,30,cpvert_11MeV_30tilt_5rot_det4.npy,5.1479,0.0165,40.4359,0.3363,3.5697,0.0151,74.0,5
546,cpvert,4,11,15,30,cpvert_11MeV_30tilt_15rot_det4.npy,5.0767,0.0155,40.2643,0.2968,3.5323,0.0138,74.0,6
558,cpvert,4,11,25,30,cpvert_11MeV_30tilt_25rot_det4.npy,5.0331,0.0133,40.3429,0.3114,3.5121,0.0145,69.0,7
630,cpvert,4,11,35,30,cpvert_11MeV_30tilt_35rot_det4.npy,4.9669,0.0148,40.4859,0.2838,3.4761,0.0129,86.0,8
642,cpvert,4,11,45,30,cpvert_11MeV_30tilt_45rot_det4.npy,4.947,0.0187,40.8338,0.2934,3.4661,0.0178,66.0,9
654,cpvert,4,11,55,30,cpvert_11MeV_30tilt_55rot_det4.npy,4.9227,0.0147,40.6841,0.2679,3.4608,0.0147,74.0,10
678,cpvert,4,11,65,30,cpvert_11MeV_30tilt_65rot_det4.npy,4.9098,0.0163,40.8395,0.2721,3.4625,0.0135,78.0,11
690,cpvert,4,11,75,30,cpvert_11MeV_30tilt_75rot_det4.npy,4.9447,0.0144,40.7926,0.2853,3.4725,0.0138,84.0,12
702,cpvert,4,11,85,30,cpvert_11MeV_30tilt_85rot_det4.npy,4.9538,0.0157,40.793,0.246,3.4776,0.0136,102.0,13
714,cpvert,4,11,95,30,cpvert_11MeV_30tilt_95rot_det4.npy,5.0406,0.0186,40.9118,0.362,3.5368,0.0169,58.0,14
486,cpvert,4,11,105,30,cpvert_11MeV_30tilt_105rot_det4.npy,5.0053,0.0148,40.4955,0.2729,3.4974,0.0143,85.0,15
498,cpvert,4,11,115,30,cpvert_11MeV_30tilt_115rot_det4.npy,5.1352,0.0171,41.2479,0.2755,3.5734,0.0135,78.0,16
510,cpvert,4,11,125,30,cpvert_11MeV_30tilt_125rot_det4.npy,5.1264,0.0192,40.4201,0.2879,3.5623,0.0175,87.0,17
522,cpvert,4,11,135,30,cpvert_11MeV_30tilt_135rot_det4.npy,5.1972,0.0145,39.9849,0.2616,3.5561,0.0128,79.0,18
534,cpvert,4,11,145,30,cpvert_11MeV_30tilt_145rot_det4.npy,5.2669,0.0143,40.4649,0.2817,3.6109,0.0134,90.0,19
571,cpvert,5,11,315,30,cpvert_11MeV_30tilt_315rot_det5.npy,4.1589,0.0139,24.8434,0.104,2.8488,0.0112,146.0,0
583,cpvert,5,11,325,30,cpvert_11MeV_30tilt_325rot_det5.npy,4.2145,0.0162,24.8374,0.1064,2.8568,0.0133,121.0,1
595,cpvert,5,11,335,30,cpvert_11MeV_30tilt_335rot_det5.npy,4.2355,0.0137,24.8309,0.1059,2.8573,0.0114,140.0,2
607,cpvert,5,11,345,30,cpvert_11MeV_30tilt_345rot_det5.npy,4.251,0.0123,24.9844,0.1013,2.8656,0.0107,139.0,3
619,cpvert,5,11,355,30,cpvert_11MeV_30tilt_355rot_det5.npy,4.2208,0.0155,24.9822,0.104,2.8512,0.012,123.0,4
667,cpvert,5,11,5,30,cpvert_11MeV_30tilt_5rot_det5.npy,4.2003,0.0142,25.1577,0.1024,2.859,0.0114,139.0,5
547,cpvert,5,11,15,30,cpvert_11MeV_30tilt_15rot_det5.npy,4.1133,0.0138,24.9297,0.1094,2.8063,0.0107,123.0,6
559,cpvert,5,11,25,30,cpvert_11MeV_30tilt_25rot_det5.npy,4.0679,0.0118,25.2112,0.0994,2.7952,0.0098,125.0,7
631,cpvert,5,11,35,30,cpvert_11MeV_30tilt_35rot_det5.npy,4.0171,0.0123,25.2184,0.0863,2.7724,0.0106,160.0,8
643,cpvert,5,11,45,30,cpvert_11MeV_30tilt_45rot_det5.npy,3.9774,0.0128,25.2289,0.0997,2.7503,0.0109,129.0,9
655,cpvert,5,11,55,30,cpvert_11MeV_30tilt_55rot_det5.npy,3.9509,0.0121,25.1645,0.0998,2.7358,0.0101,126.0,10
679,cpvert,5,11,65,30,cpvert_11MeV_30tilt_65rot_det5.npy,3.9611,0.0128,25.3077,0.102,2.7426,0.0103,135.0,11
691,cpvert,5,11,75,30,cpvert_11MeV_30tilt_75rot_det5.npy,4.1105,0.0113,25.7613,0.1266,2.8607,0.0119,63.0,12
703,cpvert,5,11,85,30,cpvert_11MeV_30tilt_85rot_det5.npy,4.0016,0.012,25.5023,0.1094,2.7706,0.0099,139.0,13
715,cpvert,5,11,95,30,cpvert_11MeV_30tilt_95rot_det5.npy,4.0147,0.0128,25.3729,0.1004,2.7874,0.0113,142.0,14
487,cpvert,5,11,105,30,cpvert_11MeV_30tilt_105rot_det5.npy,4.032,0.0131,25.3533,0.096,2.7874,0.0108,147.0,15
499,cpvert,5,11,115,30,cpvert_11MeV_30tilt_115rot_det5.npy,4.088,0.0134,25.3852,0.1045,2.8311,0.0107,144.0,16
511,cpvert,5,11,125,30,cpvert_11MeV_30tilt_125rot_det5.npy,4.0863,0.0134,25.1623,0.1024,2.8132,0.0107,146.0,17
523,cpvert,5,11,135,30,cpvert_11MeV_30tilt_135rot_det5.npy,4.1962,0.0133,25.3969,0.113,2.8681,0.0112,126.0,18
535,cpvert,5,11,145,30,cpvert_11MeV_30tilt_145rot_det5.npy,4.1895,0.0159,25.1398,0.1013,2.8447,0.0126,136.0,19
572,cpvert,6,11,315,30,cpvert_11MeV_30tilt_315rot_det6.npy,2.9387,0.0124,19.6627,0.0523,1.9601,0.0094,168.0,0
584,cpvert,6,11,325,30,cpvert_11MeV_30tilt_325rot_det6.npy,2.9434,0.0141,19.5726,0.0603,1.9536,0.0103,152.0,1
596,cpvert,6,11,335,30,cpvert_11MeV_30tilt_335rot_det6.npy,3.0082,0.0133,19.6442,0.0598,1.9987,0.0098,159.0,2
608,cpvert,6,11,345,30,cpvert_11MeV_30tilt_345rot_det6.npy,3.0079,0.0133,19.4749,0.0579,1.9859,0.0098,143.0,3
620,cpvert,6,11,355,30,cpvert_11MeV_30tilt_355rot_det6.npy,3.0433,0.0134,19.6807,0.0633,2.012,0.0097,159.0,4
668,cpvert,6,11,5,30,cpvert_11MeV_30tilt_5rot_det6.npy,3.0206,0.0129,19.6258,0.057,1.9944,0.0098,152.0,5
548,cpvert,6,11,15,30,cpvert_11MeV_30tilt_15rot_det6.npy,3.0025,0.0117,19.7286,0.0574,1.9952,0.0096,161.0,6
560,cpvert,6,11,25,30,cpvert_11MeV_30tilt_25rot_det6.npy,2.9366,0.0123,19.5337,0.0635,1.9548,0.01,137.0,7
632,cpvert,6,11,35,30,cpvert_11MeV_30tilt_35rot_det6.npy,2.9031,0.0114,19.7249,0.0579,1.9458,0.0091,164.0,8
644,cpvert,6,11,45,30,cpvert_11MeV_30tilt_45rot_det6.npy,2.882,0.0128,19.7857,0.0619,1.9363,0.01,151.0,9
656,cpvert,6,11,55,30,cpvert_11MeV_30tilt_55rot_det6.npy,2.8641,0.0104,19.9133,0.0503,1.934,0.0083,167.0,10
680,cpvert,6,11,65,30,cpvert_11MeV_30tilt_65rot_det6.npy,2.8344,0.0118,19.8736,0.0548,1.915,0.009,162.0,11
692,cpvert,6,11,75,30,cpvert_11MeV_30tilt_75rot_det6.npy,2.8103,0.0119,19.9253,0.0548,1.8928,0.0098,164.0,12
704,cpvert,6,11,85,30,cpvert_11MeV_30tilt_85rot_det6.npy,2.8254,0.0109,19.907,0.0509,1.9096,0.0086,167.0,13
716,cpvert,6,11,95,30,cpvert_11MeV_30tilt_95rot_det6.npy,2.8374,0.0118,19.926,0.0554,1.92,0.0095,157.0,14
488,cpvert,6,11,105,30,cpvert_11MeV_30tilt_105rot_det6.npy,2.8584,0.0129,19.922,0.0562,1.9341,0.0097,144.0,15
500,cpvert,6,11,115,30,cpvert_11MeV_30tilt_115rot_det6.npy,2.8932,0.0122,19.8131,0.0571,1.9523,0.0099,151.0,16
512,cpvert,6,11,125,30,cpvert_11MeV_30tilt_125rot_det6.npy,2.9009,0.012,19.8347,0.0561,1.9524,0.0092,161.0,17
524,cpvert,6,11,135,30,cpvert_11MeV_30tilt_135rot_det6.npy,2.966,0.0089,19.8708,0.0561,1.9869,0.0072,167.0,18
536,cpvert,6,11,145,30,cpvert_11MeV_30tilt_145rot_det6.npy,2.9639,0.0125,19.7507,0.0576,1.9796,0.0095,169.0,19
573,cpvert,7,11,315,30,cpvert_11MeV_30tilt_315rot_det7.npy,1.7441,0.0096,17.8721,0.0434,1.1228,0.007,171.0,0
585,cpvert,7,11,325,30,cpvert_11MeV_30tilt_325rot_det7.npy,1.7824,0.0099,17.8482,0.0403,1.1476,0.0072,189.0,1
597,cpvert,7,11,335,30,cpvert_11MeV_30tilt_335rot_det7.npy,1.8053,0.0116,17.7783,0.0448,1.1523,0.0082,160.0,2
609,cpvert,7,11,345,30,cpvert_11MeV_30tilt_345rot_det7.npy,1.8462,0.0098,17.8641,0.0417,1.1771,0.0072,168.0,3
621,cpvert,7,11,355,30,cpvert_11MeV_30tilt_355rot_det7.npy,1.8467,0.01,17.82,0.0408,1.1755,0.0073,186.0,4
669,cpvert,7,11,5,30,cpvert_11MeV_30tilt_5rot_det7.npy,1.8536,0.0102,17.8297,0.0444,1.1809,0.0072,167.0,5
549,cpvert,7,11,15,30,cpvert_11MeV_30tilt_15rot_det7.npy,1.8228,0.0098,17.7502,0.0439,1.1613,0.0071,168.0,6
561,cpvert,7,11,25,30,cpvert_11MeV_30tilt_25rot_det7.npy,1.8259,0.0103,17.9283,0.0409,1.1678,0.0074,179.0,7
633,cpvert,7,11,35,30,cpvert_11MeV_30tilt_35rot_det7.npy,1.7968,0.0098,17.9038,0.0436,1.1568,0.0073,181.0,8
645,cpvert,7,11,45,30,cpvert_11MeV_30tilt_45rot_det7.npy,1.7897,0.0089,18.0185,0.0425,1.147,0.0064,174.0,9
657,cpvert,7,11,55,30,cpvert_11MeV_30tilt_55rot_det7.npy,1.7625,0.0093,18.0272,0.0431,1.1402,0.007,160.0,10
681,cpvert,7,11,65,30,cpvert_11MeV_30tilt_65rot_det7.npy,1.7536,0.0084,18.0104,0.0399,1.1362,0.0063,181.0,11
693,cpvert,7,11,75,30,cpvert_11MeV_30tilt_75rot_det7.npy,1.7193,0.0099,17.9972,0.0411,1.1166,0.007,152.0,12
705,cpvert,7,11,85,30,cpvert_11MeV_30tilt_85rot_det7.npy,1.7218,0.009,18.0681,0.0419,1.1201,0.0068,188.0,13
717,cpvert,7,11,95,30,cpvert_11MeV_30tilt_95rot_det7.npy,1.7258,0.0089,18.0966,0.0417,1.1242,0.0068,169.0,14
489,cpvert,7,11,105,30,cpvert_11MeV_30tilt_105rot_det7.npy,1.763,0.0085,18.124,0.0433,1.1491,0.0066,145.0,15
501,cpvert,7,11,115,30,cpvert_11MeV_30tilt_115rot_det7.npy,1.735,0.0082,17.9924,0.0361,1.1248,0.0062,195.0,16
513,cpvert,7,11,125,30,cpvert_11MeV_30tilt_125rot_det7.npy,1.7434,0.0097,17.9835,0.0414,1.1304,0.007,186.0,17
525,cpvert,7,11,135,30,cpvert_11MeV_30tilt_135rot_det7.npy,1.7912,0.0096,18.0693,0.0403,1.1594,0.0068,190.0,18
537,cpvert,7,11,145,30,cpvert_11MeV_30tilt_145rot_det7.npy,1.7893,0.0088,18.0124,0.0396,1.1538,0.0065,200.0,19
574,cpvert,8,11,315,30,cpvert_11MeV_30tilt_315rot_det8.npy,0.8866,0.005,19.3147,0.0347,0.5409,0.0036,120.0,0
586,cpvert,8,11,325,30,cpvert_11MeV_30tilt_325rot_det8.npy,0.8565,0.0076,19.2106,0.0351,0.5221,0.0051,152.0,1
598,cpvert,8,11,335,30,cpvert_11MeV_30tilt_335rot_det8.npy,0.8775,0.0076,19.2033,0.0288,0.5326,0.005,172.0,2
610,cpvert,8,11,345,30,cpvert_11MeV_30tilt_345rot_det8.npy,0.8968,0.0085,19.2793,0.0352,0.5465,0.0057,155.0,3
622,cpvert,8,11,355,30,cpvert_11MeV_30tilt_355rot_det8.npy,0.888,0.0076,19.1789,0.0335,0.5375,0.005,164.0,4
670,cpvert,8,11,5,30,cpvert_11MeV_30tilt_5rot_det8.npy,0.892,0.0088,19.1691,0.0301,0.5392,0.0058,160.0,5
550,cpvert,8,11,15,30,cpvert_11MeV_30tilt_15rot_det8.npy,0.8991,0.007,19.1842,0.0319,0.5409,0.0046,164.0,6
562,cpvert,8,11,25,30,cpvert_11MeV_30tilt_25rot_det8.npy,0.9076,0.0081,19.181,0.0361,0.5511,0.0055,142.0,7
634,cpvert,8,11,35,30,cpvert_11MeV_30tilt_35rot_det8.npy,0.9148,0.0074,19.2663,0.0289,0.5538,0.0049,171.0,8
646,cpvert,8,11,45,30,cpvert_11MeV_30tilt_45rot_det8.npy,0.8789,0.0068,19.2605,0.0298,0.5334,0.0044,171.0,9
658,cpvert,8,11,55,30,cpvert_11MeV_30tilt_55rot_det8.npy,0.8753,0.0073,19.304,0.0294,0.5316,0.0047,161.0,10
682,cpvert,8,11,65,30,cpvert_11MeV_30tilt_65rot_det8.npy,0.8424,0.0056,19.2903,0.0312,0.512,0.0039,163.0,11
694,cpvert,8,11,75,30,cpvert_11MeV_30tilt_75rot_det8.npy,0.8945,0.0064,19.4448,0.0339,0.549,0.0043,122.0,12
706,cpvert,8,11,85,30,cpvert_11MeV_30tilt_85rot_det8.npy,0.856,0.007,19.3483,0.033,0.5236,0.0046,155.0,13
718,cpvert,8,11,95,30,cpvert_11MeV_30tilt_95rot_det8.npy,0.8377,0.0068,19.3647,0.0283,0.5123,0.0045,178.0,14
490,cpvert,8,11,105,30,cpvert_11MeV_30tilt_105rot_det8.npy,0.8358,0.0064,19.3229,0.0286,0.513,0.0043,190.0,15
502,cpvert,8,11,115,30,cpvert_11MeV_30tilt_115rot_det8.npy,0.8555,0.0066,19.4242,0.0305,0.5255,0.0045,162.0,16
514,cpvert,8,11,125,30,cpvert_11MeV_30tilt_125rot_det8.npy,0.8393,0.0063,19.3618,0.0298,0.5127,0.0042,165.0,17
526,cpvert,8,11,135,30,cpvert_11MeV_30tilt_135rot_det8.npy,0.8622,0.007,19.3497,0.0317,0.5275,0.0048,170.0,18
538,cpvert,8,11,145,30,cpvert_11MeV_30tilt_145rot_det8.npy,0.8677,0.0075,19.3436,0.0329,0.5322,0.0051,157.0,19
575,cpvert,9,11,315,30,cpvert_11MeV_30tilt_315rot_det9.npy,0.2745,0.0037,17.7051,0.0384,0.1567,0.0022,170.0,0
587,cpvert,9,11,325,30,cpvert_11MeV_30tilt_325rot_det9.npy,0.2833,0.0037,17.7522,0.0391,0.162,0.0021,177.0,1
599,cpvert,9,11,335,30,cpvert_11MeV_30tilt_335rot_det9.npy,0.2887,0.0038,17.7966,0.0382,0.1651,0.0023,169.0,2
611,cpvert,9,11,345,30,cpvert_11MeV_30tilt_345rot_det9.npy,0.2907,0.0035,17.7028,0.0379,0.1657,0.0021,191.0,3
623,cpvert,9,11,355,30,cpvert_11MeV_30tilt_355rot_det9.npy,0.2989,0.0038,17.7565,0.0383,0.1715,0.0023,175.0,4
671,cpvert,9,11,5,30,cpvert_11MeV_30tilt_5rot_det9.npy,0.303,0.0041,17.7429,0.0396,0.174,0.0024,178.0,5
551,cpvert,9,11,15,30,cpvert_11MeV_30tilt_15rot_det9.npy,0.3042,0.0034,17.7307,0.0371,0.1731,0.002,186.0,6
563,cpvert,9,11,25,30,cpvert_11MeV_30tilt_25rot_det9.npy,0.3094,0.0039,17.7325,0.0365,0.1782,0.0024,190.0,7
635,cpvert,9,11,35,30,cpvert_11MeV_30tilt_35rot_det9.npy,0.3089,0.0037,17.6939,0.034,0.1779,0.0021,188.0,8
647,cpvert,9,11,45,30,cpvert_11MeV_30tilt_45rot_det9.npy,0.3024,0.0035,17.7905,0.0408,0.173,0.0021,194.0,9
659,cpvert,9,11,55,30,cpvert_11MeV_30tilt_55rot_det9.npy,0.2985,0.0036,17.8687,0.0402,0.1712,0.0021,191.0,10
683,cpvert,9,11,65,30,cpvert_11MeV_30tilt_65rot_det9.npy,0.2989,0.0038,17.819,0.0391,0.1714,0.0022,161.0,11
695,cpvert,9,11,75,30,cpvert_11MeV_30tilt_75rot_det9.npy,0.2872,0.0035,17.8405,0.0405,0.1652,0.0021,169.0,12
707,cpvert,9,11,85,30,cpvert_11MeV_30tilt_85rot_det9.npy,0.2834,0.0038,17.8041,0.0379,0.1615,0.0023,164.0,13
719,cpvert,9,11,95,30,cpvert_11MeV_30tilt_95rot_det9.npy,0.2892,0.0039,17.9239,0.0382,0.1659,0.0023,175.0,14
491,cpvert,9,11,105,30,cpvert_11MeV_30tilt_105rot_det9.npy,0.2848,0.0034,17.9157,0.0352,0.1634,0.0021,204.0,15
503,cpvert,9,11,115,30,cpvert_11MeV_30tilt_115rot_det9.npy,0.2924,0.0032,17.921,0.0352,0.1671,0.0019,199.0,16
515,cpvert,9,11,125,30,cpvert_11MeV_30tilt_125rot_det9.npy,0.2914,0.0034,17.9611,0.0358,0.1675,0.0021,176.0,17
527,cpvert,9,11,135,30,cpvert_11MeV_30tilt_135rot_det9.npy,0.2916,0.0033,17.904,0.0336,0.1675,0.002,190.0,18
539,cpvert,9,11,145,30,cpvert_11MeV_30tilt_145rot_det9.npy,0.2821,0.0035,17.891,0.0363,0.1629,0.0021,178.0,19
564,cpvert,10,11,315,30,cpvert_11MeV_30tilt_315rot_det10.npy,0.2903,0.0035,15.9908,0.0355,0.1653,0.0021,175.0,0
576,cpvert,10,11,325,30,cpvert_11MeV_30tilt_325rot_det10.npy,0.2901,0.0035,16.0361,0.0455,0.1661,0.0021,170.0,1
588,cpvert,10,11,335,30,cpvert_11MeV_30tilt_335rot_det10.npy,0.2864,0.0033,15.916,0.0392,0.1626,0.002,198.0,2
600,cpvert,10,11,345,30,cpvert_11MeV_30tilt_345rot_det10.npy,0.2851,0.0035,15.892,0.0384,0.1623,0.002,190.0,3
612,cpvert,10,11,355,30,cpvert_11MeV_30tilt_355rot_det10.npy,0.2907,0.0035,15.9574,0.0424,0.1672,0.0021,156.0,4
660,cpvert,10,11,5,30,cpvert_11MeV_30tilt_5rot_det10.npy,0.2905,0.0035,15.902,0.0392,0.1668,0.0021,187.0,5
540,cpvert,10,11,15,30,cpvert_11MeV_30tilt_15rot_det10.npy,0.2898,0.0035,15.9294,0.0389,0.1659,0.0021,184.0,6
