,crystal,det_no,energy,rotation,tilt,filename,ql_mean,ql_abs_uncert,tof_mean,tof_abs_uncert,qs_mean,qs_abs_uncert,counts,rot_order
973,bvert,11,4,55,-30,bvert_4MeV_neg30tilt_55rot_det11.npy,0.2496,0.003,26.5129,0.0943,0.1358,0.0018,118.0,9
997,bvert,11,4,75,-30,bvert_4MeV_neg30tilt_75rot_det11.npy,0.2611,0.0032,26.3921,0.0888,0.1412,0.0019,142.0,10
1009,bvert,11,4,95,-30,bvert_4MeV_neg30tilt_95rot_det11.npy,0.2478,0.003,26.5081,0.0859,0.1355,0.0017,159.0,11
853,bvert,11,4,115,-30,bvert_4MeV_neg30tilt_115rot_det11.npy,0.2445,0.0031,26.5512,0.0917,0.1344,0.0019,118.0,12
865,bvert,11,4,135,-30,bvert_4MeV_neg30tilt_135rot_det11.npy,0.2238,0.0027,26.5679,0.0934,0.1212,0.0017,150.0,13
902,bvert,12,4,315,-30,bvert_4MeV_neg30tilt_315rot_det12.npy,0.4948,0.005,26.5496,0.0966,0.2876,0.0032,156.0,0
914,bvert,12,4,335,-30,bvert_4MeV_neg30tilt_335rot_det12.npy,0.466,0.0047,26.3593,0.0959,0.2685,0.003,157.0,1
926,bvert,12,4,345,-30,bvert_4MeV_neg30tilt_345rot_det12.npy,0.4465,0.0041,26.3804,0.0968,0.2565,0.0026,167.0,2
938,bvert,12,4,355,-30,bvert_4MeV_neg30tilt_355rot_det12.npy,0.4413,0.0045,26.4469,0.0863,0.2531,0.0029,163.0,3
986,bvert,12,4,5,-30,bvert_4MeV_neg30tilt_5rot_det12.npy,0.4468,0.0043,26.5185,0.093,0.2548,0.0027,145.0,4
878,bvert,12,4,15,-30,bvert_4MeV_neg30tilt_15rot_det12.npy,0.4503,0.0041,26.4148,0.0891,0.2579,0.0028,169.0,5
890,bvert,12,4,25,-30,bvert_4MeV_neg30tilt_25rot_det12.npy,0.4617,0.005,26.6164,0.1024,0.2666,0.0032,134.0,6
950,bvert,12,4,35,-30,bvert_4MeV_neg30tilt_35rot_det12.npy,0.4756,0.004,26.5487,0.0841,0.274,0.0026,174.0,7
962,bvert,12,4,45,-30,bvert_4MeV_neg30tilt_45rot_det12.npy,0.5038,0.0042,26.4949,0.0988,0.2906,0.0028,138.0,8
974,bvert,12,4,55,-30,bvert_4MeV_neg30tilt_55rot_det12.npy,0.5113,0.0051,26.4347,0.1049,0.295,0.0033,123.0,9
998,bvert,12,4,75,-30,bvert_4MeV_neg30tilt_75rot_det12.npy,0.5481,0.0047,26.4895,0.0954,0.3154,0.003,169.0,10
1010,bvert,12,4,95,-30,bvert_4MeV_neg30tilt_95rot_det12.npy,0.5525,0.006,26.4087,0.099,0.318,0.0038,149.0,11
854,bvert,12,4,115,-30,bvert_4MeV_neg30tilt_115rot_det12.npy,0.5373,0.0046,26.5282,0.0941,0.313,0.0029,153.0,12
866,bvert,12,4,135,-30,bvert_4MeV_neg30tilt_135rot_det12.npy,0.495,0.0052,26.7031,0.0874,0.2886,0.0034,165.0,13
903,bvert,13,4,315,-30,bvert_4MeV_neg30tilt_315rot_det13.npy,0.8787,0.0078,31.3469,0.1236,0.5363,0.0053,141.0,0
915,bvert,13,4,335,-30,bvert_4MeV_neg30tilt_335rot_det13.npy,0.8023,0.0069,31.4428,0.1279,0.4882,0.0045,148.0,1
927,bvert,13,4,345,-30,bvert_4MeV_neg30tilt_345rot_det13.npy,0.7934,0.007,31.5642,0.1222,0.4799,0.0047,151.0,2
939,bvert,13,4,355,-30,bvert_4MeV_neg30tilt_355rot_det13.npy,0.7548,0.007,31.5889,0.1305,0.455,0.0049,137.0,3
987,bvert,13,4,5,-30,bvert_4MeV_neg30tilt_5rot_det13.npy,0.7518,0.0067,31.2753,0.1139,0.4537,0.0046,147.0,4
879,bvert,13,4,15,-30,bvert_4MeV_neg30tilt_15rot_det13.npy,0.7621,0.0064,31.3327,0.1215,0.4584,0.0043,132.0,5
891,bvert,13,4,25,-30,bvert_4MeV_neg30tilt_25rot_det13.npy,0.755,0.0073,31.5575,0.125,0.4534,0.0048,153.0,6
951,bvert,13,4,35,-30,bvert_4MeV_neg30tilt_35rot_det13.npy,0.7867,0.0063,31.3573,0.1192,0.4751,0.0043,156.0,7
963,bvert,13,4,45,-30,bvert_4MeV_neg30tilt_45rot_det13.npy,0.8285,0.0065,31.3611,0.1393,0.5028,0.0042,126.0,8
975,bvert,13,4,55,-30,bvert_4MeV_neg30tilt_55rot_det13.npy,0.8149,0.0089,31.5599,0.1521,0.4917,0.0062,108.0,9
999,bvert,13,4,75,-30,bvert_4MeV_neg30tilt_75rot_det13.npy,0.9007,0.0074,31.4655,0.1141,0.5424,0.005,165.0,10
1011,bvert,13,4,95,-30,bvert_4MeV_neg30tilt_95rot_det13.npy,0.9274,0.0084,31.5014,0.1391,0.5547,0.0055,135.0,11
855,bvert,13,4,115,-30,bvert_4MeV_neg30tilt_115rot_det13.npy,0.9106,0.0076,31.7418,0.1291,0.5485,0.005,137.0,12
867,bvert,13,4,135,-30,bvert_4MeV_neg30tilt_135rot_det13.npy,0.8747,0.0066,31.5071,0.1182,0.5325,0.0045,161.0,13
904,bvert,14,4,315,-30,bvert_4MeV_neg30tilt_315rot_det14.npy,1.2734,0.0114,40.737,0.2484,0.8001,0.0079,110.0,0
916,bvert,14,4,335,-30,bvert_4MeV_neg30tilt_335rot_det14.npy,1.184,0.012,40.8607,0.2062,0.7478,0.0082,122.0,1
928,bvert,14,4,345,-30,bvert_4MeV_neg30tilt_345rot_det14.npy,1.137,0.0099,41.0614,0.2212,0.7172,0.0069,141.0,2
940,bvert,14,4,355,-30,bvert_4MeV_neg30tilt_355rot_det14.npy,1.1278,0.0101,41.0995,0.2204,0.7093,0.0072,133.0,3
988,bvert,14,4,5,-30,bvert_4MeV_neg30tilt_5rot_det14.npy,1.1019,0.0105,40.7228,0.2169,0.691,0.0074,125.0,4
880,bvert,14,4,15,-30,bvert_4MeV_neg30tilt_15rot_det14.npy,1.0792,0.0094,41.0295,0.2285,0.6718,0.0066,115.0,5
892,bvert,14,4,25,-30,bvert_4MeV_neg30tilt_25rot_det14.npy,1.0787,0.0106,41.2376,0.2189,0.6757,0.0075,118.0,6
952,bvert,14,4,35,-30,bvert_4MeV_neg30tilt_35rot_det14.npy,1.0987,0.0093,41.2689,0.2067,0.6882,0.0066,146.0,7
964,bvert,14,4,45,-30,bvert_4MeV_neg30tilt_45rot_det14.npy,1.1302,0.0103,41.1165,0.2171,0.7069,0.0072,126.0,8
976,bvert,14,4,55,-30,bvert_4MeV_neg30tilt_55rot_det14.npy,1.1425,0.013,40.8227,0.2778,0.7203,0.0099,71.0,9
1000,bvert,14,4,75,-30,bvert_4MeV_neg30tilt_75rot_det14.npy,1.2684,0.0102,40.8853,0.242,0.7916,0.0074,98.0,10
1012,bvert,14,4,95,-30,bvert_4MeV_neg30tilt_95rot_det14.npy,1.3269,0.0118,40.6514,0.24,0.8204,0.008,83.0,11
856,bvert,14,4,115,-30,bvert_4MeV_neg30tilt_115rot_det14.npy,1.3401,0.0107,41.0821,0.2119,0.8298,0.0075,113.0,12
868,bvert,14,4,135,-30,bvert_4MeV_neg30tilt_135rot_det14.npy,1.2898,0.0115,40.822,0.2085,0.8116,0.008,117.0,13
905,bvert,15,4,315,-30,bvert_4MeV_neg30tilt_315rot_det15.npy,1.6179,0.0224,64.0614,0.6266,1.0275,0.0158,79.0,0
917,bvert,15,4,335,-30,bvert_4MeV_neg30tilt_335rot_det15.npy,1.545,0.0199,64.5209,0.5617,0.9905,0.0137,89.0,1
929,bvert,15,4,345,-30,bvert_4MeV_neg30tilt_345rot_det15.npy,1.5122,0.0192,64.7483,0.5521,0.9725,0.0137,98.0,2
941,bvert,15,4,355,-30,bvert_4MeV_neg30tilt_355rot_det15.npy,1.4522,0.016,64.1729,0.5657,0.9359,0.0116,91.0,3
989,bvert,15,4,5,-30,bvert_4MeV_neg30tilt_5rot_det15.npy,1.3695,0.0207,66.3505,0.6178,0.8762,0.0143,87.0,4
881,bvert,15,4,15,-30,bvert_4MeV_neg30tilt_15rot_det15.npy,1.3515,0.0199,64.6072,0.5406,0.8619,0.014,95.0,5
893,bvert,15,4,25,-30,bvert_4MeV_neg30tilt_25rot_det15.npy,1.3652,0.0171,63.8852,0.4685,0.8742,0.0119,104.0,6
953,bvert,15,4,35,-30,bvert_4MeV_neg30tilt_35rot_det15.npy,1.3397,0.0155,65.0543,0.5417,0.8523,0.0112,104.0,7
965,bvert,15,4,45,-30,bvert_4MeV_neg30tilt_45rot_det15.npy,1.3824,0.0173,65.4054,0.6126,0.888,0.0124,76.0,8
977,bvert,15,4,55,-30,bvert_4MeV_neg30tilt_55rot_det15.npy,1.4474,0.0196,64.5861,0.6843,0.9291,0.0136,62.0,9
1001,bvert,15,4,75,-30,bvert_4MeV_neg30tilt_75rot_det15.npy,1.4822,0.018,64.3138,0.6569,0.9415,0.0128,80.0,10
1013,bvert,15,4,95,-30,bvert_4MeV_neg30tilt_95rot_det15.npy,1.635,0.0178,63.5393,0.6059,1.029,0.0121,82.0,11
857,bvert,15,4,115,-30,bvert_4MeV_neg30tilt_115rot_det15.npy,1.6914,0.0143,64.7637,0.5681,1.0597,0.0107,80.0,12
869,bvert,15,4,135,-30,bvert_4MeV_neg30tilt_135rot_det15.npy,1.6357,0.0226,65.7217,0.5952,1.0434,0.0154,82.0,13
234,bvert,4,4,315,15,bvert_4MeV_15tilt_315rot_det4.npy,1.6195,0.0179,64.0685,0.5322,1.0272,0.0124,100.0,0
246,bvert,4,4,335,15,bvert_4MeV_15tilt_335rot_det4.npy,1.7156,0.0171,63.7058,0.5774,1.0782,0.0122,88.0,1
258,bvert,4,4,345,15,bvert_4MeV_15tilt_345rot_det4.npy,1.6915,0.0169,64.0279,0.6096,1.0716,0.0118,62.0,2
270,bvert,4,4,355,15,bvert_4MeV_15tilt_355rot_det4.npy,1.6565,0.0199,63.7022,0.5576,1.0576,0.0139,73.0,3
318,bvert,4,4,5,15,bvert_4MeV_15tilt_5rot_det4.npy,1.5821,0.0184,63.8846,0.6724,1.0138,0.0129,73.0,4
210,bvert,4,4,15,15,bvert_4MeV_15tilt_15rot_det4.npy,1.5172,0.0188,63.2804,0.521,0.9739,0.0136,81.0,5
222,bvert,4,4,25,15,bvert_4MeV_15tilt_25rot_det4.npy,1.4604,0.0158,63.3079,0.5809,0.9368,0.0115,96.0,6
282,bvert,4,4,35,15,bvert_4MeV_15tilt_35rot_det4.npy,1.4322,0.014,64.169,0.5784,0.9257,0.0105,82.0,7
294,bvert,4,4,45,15,bvert_4MeV_15tilt_45rot_det4.npy,1.3921,0.0152,63.3251,0.6203,0.8939,0.011,84.0,8
306,bvert,4,4,55,15,bvert_4MeV_15tilt_55rot_det4.npy,1.3412,0.0134,62.5479,0.5127,0.8584,0.0097,97.0,9
330,bvert,4,4,75,15,bvert_4MeV_15tilt_75rot_det4.npy,1.3331,0.015,63.3474,0.5741,0.8543,0.0107,92.0,10
342,bvert,4,4,95,15,bvert_4MeV_15tilt_95rot_det4.npy,1.3641,0.0185,63.4201,0.6531,0.8707,0.0133,89.0,11
186,bvert,4,4,115,15,bvert_4MeV_15tilt_115rot_det4.npy,1.4922,0.0207,62.6055,0.5998,0.9591,0.0144,92.0,12
198,bvert,4,4,135,15,bvert_4MeV_15tilt_135rot_det4.npy,1.6372,0.0146,61.4219,0.5755,1.039,0.0103,77.0,13
235,bvert,5,4,315,15,bvert_4MeV_15tilt_315rot_det5.npy,1.2316,0.0125,39.2346,0.2189,0.7713,0.0087,139.0,0
247,bvert,5,4,335,15,bvert_4MeV_15tilt_335rot_det5.npy,1.3122,0.0118,39.1393,0.2271,0.8055,0.0078,124.0,1
259,bvert,5,4,345,15,bvert_4MeV_15tilt_345rot_det5.npy,1.3466,0.0114,38.6965,0.2251,0.8276,0.0077,107.0,2
271,bvert,5,4,355,15,bvert_4MeV_15tilt_355rot_det5.npy,1.3472,0.0122,38.9225,0.2142,0.8381,0.0083,113.0,3
319,bvert,5,4,5,15,bvert_4MeV_15tilt_5rot_det5.npy,1.2992,0.0113,38.8313,0.2404,0.8107,0.0081,128.0,4
211,bvert,5,4,15,15,bvert_4MeV_15tilt_15rot_det5.npy,1.29,0.0123,39.4765,0.2519,0.8141,0.0088,92.0,5
223,bvert,5,4,25,15,bvert_4MeV_15tilt_25rot_det5.npy,1.2196,0.0104,39.0986,0.2201,0.7712,0.0074,131.0,6
283,bvert,5,4,35,15,bvert_4MeV_15tilt_35rot_det5.npy,1.1894,0.0113,38.8437,0.2127,0.7526,0.0078,110.0,7
295,bvert,5,4,45,15,bvert_4MeV_15tilt_45rot_det5.npy,1.1441,0.0102,39.1579,0.2181,0.7201,0.007,111.0,8
307,bvert,5,4,55,15,bvert_4MeV_15tilt_55rot_det5.npy,1.0908,0.0093,39.3171,0.2056,0.6858,0.0067,119.0,9
331,bvert,5,4,75,15,bvert_4MeV_15tilt_75rot_det5.npy,1.0496,0.0128,39.1133,0.235,0.6569,0.0089,102.0,10
343,bvert,5,4,95,15,bvert_4MeV_15tilt_95rot_det5.npy,1.0627,0.0124,39.0084,0.2511,0.6648,0.0087,85.0,11
187,bvert,5,4,115,15,bvert_4MeV_15tilt_115rot_det5.npy,1.1428,0.0112,38.8553,0.2133,0.7169,0.0077,124.0,12
199,bvert,5,4,135,15,bvert_4MeV_15tilt_135rot_det5.npy,1.2279,0.012,39.0554,0.2233,0.7659,0.0085,107.0,13
236,bvert,6,4,315,15,bvert_4MeV_15tilt_315rot_det6.npy,0.8233,0.0092,29.3913,0.1787,0.4977,0.0062,118.0,0
248,bvert,6,4,335,15,bvert_4MeV_15tilt_335rot_det6.npy,0.8943,0.008,29.0304,0.147,0.5374,0.0053,125.0,1
260,bvert,6,4,345,15,bvert_4MeV_15tilt_345rot_det6.npy,0.9235,0.0079,29.1821,0.1421,0.5537,0.0052,160.0,2
272,bvert,6,4,355,15,bvert_4MeV_15tilt_355rot_det6.npy,0.929,0.0086,28.9859,0.1608,0.5556,0.0055,142.0,3
320,bvert,6,4,5,15,bvert_4MeV_15tilt_5rot_det6.npy,0.9301,0.007,29.3939,0.1327,0.5576,0.0047,182.0,4
212,bvert,6,4,15,15,bvert_4MeV_15tilt_15rot_det6.npy,0.9116,0.0075,29.1855,0.1412,0.5538,0.005,164.0,5
224,bvert,6,4,25,15,bvert_4MeV_15tilt_25rot_det6.npy,0.88,0.0079,29.3174,0.1487,0.5381,0.0052,135.0,6
284,bvert,6,4,35,15,bvert_4MeV_15tilt_35rot_det6.npy,0.8206,0.0084,29.1004,0.1334,0.5005,0.0058,138.0,7
296,bvert,6,4,45,15,bvert_4MeV_15tilt_45rot_det6.npy,0.8199,0.0059,29.3718,0.1442,0.5012,0.0041,144.0,8
308,bvert,6,4,55,15,bvert_4MeV_15tilt_55rot_det6.npy,0.7777,0.007,29.4274,0.1406,0.4755,0.0047,147.0,9
332,bvert,6,4,75,15,bvert_4MeV_15tilt_75rot_det6.npy,0.7217,0.0069,29.0062,0.1559,0.4363,0.0046,113.0,10
344,bvert,6,4,95,15,bvert_4MeV_15tilt_95rot_det6.npy,0.7167,0.0066,29.0312,0.1356,0.4306,0.0044,154.0,11
188,bvert,6,4,115,15,bvert_4MeV_15tilt_115rot_det6.npy,0.7479,0.0065,28.9361,0.1435,0.4531,0.0043,138.0,12
200,bvert,6,4,135,15,bvert_4MeV_15tilt_135rot_det6.npy,0.8228,0.0068,28.8502,0.1356,0.499,0.0046,143.0,13
237,bvert,7,4,315,15,bvert_4MeV_15tilt_315rot_det7.npy,0.4641,0.0049,25.5317,0.0994,0.2682,0.003,168.0,0
249,bvert,7,4,335,15,bvert_4MeV_15tilt_335rot_det7.npy,0.5044,0.005,25.3732,0.1121,0.2923,0.0032,153.0,1
261,bvert,7,4,345,15,bvert_4MeV_15tilt_345rot_det7.npy,0.5296,0.0058,25.672,0.0996,0.3048,0.0036,172.0,2
273,bvert,7,4,355,15,bvert_4MeV_15tilt_355rot_det7.npy,0.5527,0.0046,25.496,0.1024,0.3186,0.0031,161.0,3
321,bvert,7,4,5,15,bvert_4MeV_15tilt_5rot_det7.npy,0.5607,0.006,25.6092,0.1115,0.3244,0.0042,163.0,4
213,bvert,7,4,15,15,bvert_4MeV_15tilt_15rot_det7.npy,0.5557,0.0049,25.4511,0.0989,0.3204,0.0032,161.0,5
225,bvert,7,4,25,15,bvert_4MeV_15tilt_25rot_det7.npy,0.5331,0.0051,25.4954,0.0946,0.31,0.0033,186.0,6
285,bvert,7,4,35,15,bvert_4MeV_15tilt_35rot_det7.npy,0.5187,0.0055,25.684,0.1103,0.3023,0.0035,151.0,7
297,bvert,7,4,45,15,bvert_4MeV_15tilt_45rot_det7.npy,0.5039,0.0048,25.6204,0.1116,0.2946,0.003,146.0,8
309,bvert,7,4,55,15,bvert_4MeV_15tilt_55rot_det7.npy,0.4742,0.0047,25.6989,0.0999,0.2767,0.003,168.0,9
333,bvert,7,4,75,15,bvert_4MeV_15tilt_75rot_det7.npy,0.4451,0.0053,25.7326,0.1205,0.2577,0.0034,145.0,10
345,bvert,7,4,95,15,bvert_4MeV_15tilt_95rot_det7.npy,0.4296,0.004,25.5112,0.1079,0.2467,0.0026,151.0,11
189,bvert,7,4,115,15,bvert_4MeV_15tilt_115rot_det7.npy,0.4269,0.0044,25.6095,0.0979,0.2449,0.0027,165.0,12
201,bvert,7,4,135,15,bvert_4MeV_15tilt_135rot_det7.npy,0.4388,0.0057,25.6034,0.1155,0.2524,0.0036,151.0,13
238,bvert,8,4,315,15,bvert_4MeV_15tilt_315rot_det8.npy,0.2072,0.0025,25.8376,0.1002,0.111,0.0016,153.0,0
250,bvert,8,4,335,15,bvert_4MeV_15tilt_335rot_det8.npy,0.2296,0.0028,26.0215,0.0965,0.1254,0.0016,141.0,1
262,bvert,8,4,345,15,bvert_4MeV_15tilt_345rot_det8.npy,0.2431,0.003,25.8229,0.0865,0.1326,0.0018,158.0,2
274,bvert,8,4,355,15,bvert_4MeV_15tilt_355rot_det8.npy,0.2501,0.0027,25.7551,0.0881,0.1367,0.0016,185.0,3
322,bvert,8,4,5,15,bvert_4MeV_15tilt_5rot_det8.npy,0.2601,0.0033,25.6576,0.0879,0.1419,0.0019,157.0,4
214,bvert,8,4,15,15,bvert_4MeV_15tilt_15rot_det8.npy,0.2655,0.0028,25.781,0.0928,0.1452,0.0017,179.0,5
226,bvert,8,4,25,15,bvert_4MeV_15tilt_25rot_det8.npy,0.263,0.0028,25.6125,0.0919,0.1438,0.0016,161.0,6
286,bvert,8,4,35,15,bvert_4MeV_15tilt_35rot_det8.npy,0.257,0.003,25.7511,0.0949,0.1415,0.0018,138.0,7
298,bvert,8,4,45,15,bvert_4MeV_15tilt_45rot_det8.npy,0.2444,0.0029,25.6983,0.0865,0.1341,0.0018,159.0,8
310,bvert,8,4,55,15,bvert_4MeV_15tilt_55rot_det8.npy,0.237,0.0027,25.8395,0.0861,0.1309,0.0016,172.0,9
334,bvert,8,4,75,15,bvert_4MeV_15tilt_75rot_det8.npy,0.2152,0.0027,25.7248,0.0985,0.1159,0.0017,131.0,10
346,bvert,8,4,95,15,bvert_4MeV_15tilt_95rot_det8.npy,0.1971,0.0029,26.0306,0.0966,0.1057,0.0017,132.0,11
190,bvert,8,4,115,15,bvert_4MeV_15tilt_115rot_det8.npy,0.1905,0.0023,25.7566,0.1032,0.1009,0.0014,126.0,12
202,bvert,8,4,135,15,bvert_4MeV_15tilt_135rot_det8.npy,0.2014,0.0026,25.7276,0.0962,0.1081,0.0016,156.0,13
239,bvert,9,4,315,15,bvert_4MeV_15tilt_315rot_det9.npy,0.0648,0.0012,24.0534,0.0944,0.0318,0.0007,168.0,0
251,bvert,9,4,335,15,bvert_4MeV_15tilt_335rot_det9.npy,0.0704,0.0012,23.7291,0.0883,0.0355,0.0007,141.0,1
263,bvert,9,4,345,15,bvert_4MeV_15tilt_345rot_det9.npy,0.0724,0.0011,23.7281,0.0899,0.037,0.0006,175.0,2
275,bvert,9,4,355,15,bvert_4MeV_15tilt_355rot_det9.npy,0.0781,0.0015,23.8867,0.097,0.0397,0.0008,148.0,3
323,bvert,9,4,5,15,bvert_4MeV_15tilt_5rot_det9.npy,0.0796,0.0018,23.6957,0.0955,0.0408,0.001,156.0,4
215,bvert,9,4,15,15,bvert_4MeV_15tilt_15rot_det9.npy,0.0834,0.0014,23.6701,0.0872,0.0426,0.0008,153.0,5
227,bvert,9,4,25,15,bvert_4MeV_15tilt_25rot_det9.npy,0.0853,0.0014,23.7558,0.0971,0.0439,0.0008,150.0,6
287,bvert,9,4,35,15,bvert_4MeV_15tilt_35rot_det9.npy,0.0814,0.0013,23.7185,0.0826,0.0418,0.0007,163.0,7
299,bvert,9,4,45,15,bvert_4MeV_15tilt_45rot_det9.npy,0.0814,0.0013,23.6973,0.0913,0.0418,0.0007,172.0,8
311,bvert,9,4,55,15,bvert_4MeV_15tilt_55rot_det9.npy,0.0792,0.0015,23.985,0.106,0.0407,0.0008,136.0,9
335,bvert,9,4,75,15,bvert_4MeV_15tilt_75rot_det9.npy,0.0708,0.0012,23.8236,0.09,0.0359,0.0007,154.0,10
347,bvert,9,4,95,15,bvert_4MeV_15tilt_95rot_det9.npy,0.064,0.0012,24.0558,0.0921,0.0317,0.0006,155.0,11
191,bvert,9,4,115,15,bvert_4MeV_15tilt_115rot_det9.npy,0.061,0.0011,23.8542,0.0896,0.0298,0.0006,158.0,12
203,bvert,9,4,135,15,bvert_4MeV_15tilt_135rot_det9.npy,0.0601,0.0012,23.9525,0.105,0.029,0.0007,133.0,13
228,bvert,10,4,315,15,bvert_4MeV_15tilt_315rot_det10.npy,0.0644,0.0013,22.326,0.0874,0.0314,0.0007,156.0,0
240,bvert,10,4,335,15,bvert_4MeV_15tilt_335rot_det10.npy,0.0606,0.0013,22.307,0.1026,0.0291,0.0007,139.0,1
252,bvert,10,4,345,15,bvert_4MeV_15tilt_345rot_det10.npy,0.0592,0.0012,22.1572,0.1004,0.0286,0.0006,135.0,2
264,bvert,10,4,355,15,bvert_4MeV_15tilt_355rot_det10.npy,0.0618,0.0011,22.06,0.0915,0.0299,0.0006,142.0,3
312,bvert,10,4,5,15,bvert_4MeV_15tilt_5rot_det10.npy,0.0611,0.0012,22.0039,0.0941,0.0298,0.0006,149.0,4
204,bvert,10,4,15,15,bvert_4MeV_15tilt_15rot_det10.npy,0.0646,0.0012,22.0765,0.0857,0.0323,0.0007,162.0,5
216,bvert,10,4,25,15,bvert_4MeV_15tilt_25rot_det10.npy,0.0659,0.0012,22.0252,0.0894,0.0334,0.0007,166.0,6
276,bvert,10,4,35,15,bvert_4MeV_15tilt_35rot_det10.npy,0.0702,0.0012,22.1556,0.0825,0.0356,0.0007,172.0,7
288,bvert,10,4,45,15,bvert_4MeV_15tilt_45rot_det10.npy,0.0754,0.0013,21.8313,0.0902,0.0385,0.0007,154.0,8
300,bvert,10,4,55,15,bvert_4MeV_15tilt_55rot_det10.npy,0.079,0.0012,22.0013,0.0954,0.0405,0.0007,164.0,9
324,bvert,10,4,75,15,bvert_4MeV_15tilt_75rot_det10.npy,0.0807,0.0013,22.0304,0.0986,0.0412,0.0007,153.0,10
336,bvert,10,4,95,15,bvert_4MeV_15tilt_95rot_det10.npy,0.0752,0.0015,22.1732,0.0936,0.0387,0.0008,150.0,11
180,bvert,10,4,115,15,bvert_4MeV_15tilt_115rot_det10.npy,0.0703,0.0012,22.1347,0.0903,0.0351,0.0007,169.0,12
192,bvert,10,4,135,15,bvert_4MeV_15tilt_135rot_det10.npy,0.0656,0.0012,22.2719,0.0915,0.0321,0.0007,158.0,13
229,bvert,11,4,315,15,bvert_4MeV_15tilt_315rot_det11.npy,0.2168,0.0029,26.595,0.0895,0.1177,0.0017,155.0,0
241,bvert,11,4,335,15,bvert_4MeV_15tilt_335rot_det11.npy,0.2053,0.0025,26.3109,0.0884,0.1104,0.0016,147.0,1
253,bvert,11,4,345,15,bvert_4MeV_15tilt_345rot_det11.npy,0.1988,0.0022,26.5412,0.0889,0.1065,0.0013,133.0,2
265,bvert,11,4,355,15,bvert_4MeV_15tilt_355rot_det11.npy,0.1922,0.0025,26.5878,0.0908,0.1022,0.0015,136.0,3
313,bvert,11,4,5,15,bvert_4MeV_15tilt_5rot_det11.npy,0.1935,0.0022,26.3884,0.0869,0.1037,0.0013,153.0,4
205,bvert,11,4,15,15,bvert_4MeV_15tilt_15rot_det11.npy,0.2032,0.0022,26.4309,0.0896,0.1096,0.0014,143.0,5
217,bvert,11,4,25,15,bvert_4MeV_15tilt_25rot_det11.npy,0.2148,0.003,26.5132,0.0897,0.1166,0.0017,146.0,6
277,bvert,11,4,35,15,bvert_4MeV_15tilt_35rot_det11.npy,0.2275,0.0027,26.3506,0.0973,0.1246,0.0016,125.0,7
289,bvert,11,4,45,15,bvert_4MeV_15tilt_45rot_det11.npy,0.2339,0.0032,26.5298,0.0896,0.1269,0.0019,146.0,8
301,bvert,11,4,55,15,bvert_4MeV_15tilt_55rot_det11.npy,0.2397,0.003,26.4599,0.0927,0.1305,0.0018,141.0,9
325,bvert,11,4,75,15,bvert_4MeV_15tilt_75rot_det11.npy,0.2597,0.003,26.2778,0.0949,0.1409,0.0018,142.0,10
337,bvert,11,4,95,15,bvert_4MeV_15tilt_95rot_det11.npy,0.2597,0.0034,26.4196,0.0913,0.1428,0.0019,132.0,11
181,bvert,11,4,115,15,bvert_4MeV_15tilt_115rot_det11.npy,0.2359,0.003,26.475,0.0895,0.129,0.0018,146.0,12
193,bvert,11,4,135,15,bvert_4MeV_15tilt_135rot_det11.npy,0.2166,0.0026,26.7498,0.0836,0.1177,0.0016,149.0,13
230,bvert,12,4,315,15,bvert_4MeV_15tilt_315rot_det12.npy,0.4846,0.0051,26.4031,0.0966,0.2824,0.0032,164.0,0
242,bvert,12,4,335,15,bvert_4MeV_15tilt_335rot_det12.npy,0.4315,0.0046,26.4406,0.094,0.248,0.0029,155.0,1
254,bvert,12,4,345,15,bvert_4MeV_15tilt_345rot_det12.npy,0.4284,0.005,26.3854,0.1,0.2465,0.0032,170.0,2
266,bvert,12,4,355,15,bvert_4MeV_15tilt_355rot_det12.npy,0.4252,0.0037,26.3631,0.0867,0.2432,0.0024,191.0,3
314,bvert,12,4,5,15,bvert_4MeV_15tilt_5rot_det12.npy,0.4302,0.0042,26.4364,0.0905,0.2455,0.0028,163.0,4
206,bvert,12,4,15,15,bvert_4MeV_15tilt_15rot_det12.npy,0.4256,0.004,26.341,0.0893,0.2452,0.0026,174.0,5
218,bvert,12,4,25,15,bvert_4MeV_15tilt_25rot_det12.npy,0.4382,0.0039,26.4501,0.0951,0.2527,0.0027,149.0,6
278,bvert,12,4,35,15,bvert_4MeV_15tilt_35rot_det12.npy,0.4604,0.0048,26.4362,0.0906,0.2657,0.0031,168.0,7
290,bvert,12,4,45,15,bvert_4MeV_15tilt_45rot_det12.npy,0.4729,0.0044,26.3853,0.0917,0.2728,0.0029,159.0,8
302,bvert,12,4,55,15,bvert_4MeV_15tilt_55rot_det12.npy,0.5065,0.0045,26.4794,0.1083,0.2937,0.0029,141.0,9
326,bvert,12,4,75,15,bvert_4MeV_15tilt_75rot_det12.npy,0.5386,0.0051,26.3561,0.0932,0.3087,0.0032,149.0,10
338,bvert,12,4,95,15,bvert_4MeV_15tilt_95rot_det12.npy,0.5518,0.0051,26.4897,0.0994,0.3186,0.0032,154.0,11
182,bvert,12,4,115,15,bvert_4MeV_15tilt_115rot_det12.npy,0.5275,0.0048,26.5158,0.0989,0.3074,0.003,134.0,12
